farmer_username,product_name,price,description,is_organic,grade_score
farmermahika38,Tomatoes,23.52,"Conventional Tomatoes, Grade C, from Gujarat, premium quality",0,1
farmerikamdar,Rice,61.96,"Conventional Rice, Grade C, from Gujarat, locally grown",0,1
farmeratidixit,Rice,85.11,"Conventional Rice, Grade A, from Punjab, freshly harvested, Ipsum laudantium tenetur.",0,3
farmerwazirchowdhury,Carrots,50.75,"Organic Carrots, Grade B, from Maharashtra, hand-picked, Voluptate eius harum incidunt quos.",1,2
farmerkarahiral,Cauliflower,69.16,"Organic Cauliflower, Grade A, from Uttar Pradesh, hand-picked",1,3
farmerkondaharish,Oranges,82.39,"Conventional Oranges, Grade B, from Karnataka, hand-picked",0,2
farmerekantabalay,Tomatoes,67.13,"Organic Tomatoes, Grade A, from Uttar Pradesh, premium quality",1,3
farmersmani,Cauliflower,83.61,"Organic Cauliflower, Grade A, from Punjab, farm-fresh",1,3
farmernoak,Apples,207.69,"Organic Apples, Grade A, from Gujarat, hand-picked",1,3
farmerkrishna22,Tomatoes,37.04,"Conventional Tomatoes, Grade C, from Maharashtra, hand-picked",0,1
farmerchandran68,Carrots,58.44,"Organic Carrots, Grade C, from Tamil Nadu, freshly harvested",1,1
farmerkaurchakradev,Okra,63.91,"Organic Okra, Grade C, from Gujarat, farm-fresh",1,1
farmerdaniel52,Potatoes,23.38,"Conventional Potatoes, Grade C, from Tamil Nadu, farm-fresh",0,1
farmermanyasachdev,Okra,36.0,"Conventional Okra, Grade C, from Karnataka, farm-fresh, Illo magni soluta.",0,1
farmerjsen,Mangoes,294.79,"Organic Mangoes, Grade A, from Karnataka, farm-fresh, Corporis ullam corporis.",1,3
farmervincent51,Onions,50.27,"Conventional Onions, Grade A, from Uttar Pradesh, premium quality, Delectus delectus error placeat officia.",0,3
farmerarjundara,Wheat,43.14,"Organic Wheat, Grade B, from Uttar Pradesh, hand-picked",1,2
farmermunshiaarini,Potatoes,36.08,"Conventional Potatoes, Grade A, from Karnataka, farm-fresh",0,3
farmerbhavna72,Bananas,53.92,"Organic Bananas, Grade C, from Maharashtra, hand-picked, Quis ipsum incidunt in.",1,1
farmerapant,Mangoes,193.68,"Conventional Mangoes, Grade C, from Tamil Nadu, locally grown, Odio libero nam laudantium.",0,1
farmerbaralchandran,Oranges,93.95,"Conventional Oranges, Grade A, from Tamil Nadu, farm-fresh, Perferendis provident.",0,3
farmergararonith,Mangoes,221.8,"Conventional Mangoes, Grade A, from Maharashtra, farm-fresh",0,3
farmerubarad,Wheat,34.58,"Organic Wheat, Grade C, from Maharashtra, freshly harvested, Doloribus reprehenderit nisi.",1,1
farmerrpuri,Green Peas,40.24,"Conventional Green Peas, Grade C, from Gujarat, farm-fresh",0,1
farmerdaksheshbhatia,Oranges,70.57,"Conventional Oranges, Grade C, from Maharashtra, hand-picked, Quis inventore culpa nemo.",0,1
farmerbobalgeorge,Bananas,77.04,"Conventional Bananas, Grade A, from Tamil Nadu, farm-fresh",0,3
farmerzkalita,Cauliflower,49.16,"Organic Cauliflower, Grade C, from Tamil Nadu, freshly harvested, Ipsum quas provident ea.",1,1
farmervivaanvig,Oranges,57.79,"Conventional Oranges, Grade C, from Tamil Nadu, premium quality",0,1
farmerlalhemang,Tomatoes,49.05,"Organic Tomatoes, Grade C, from Tamil Nadu, freshly harvested",1,1
farmerbahldipta,Cauliflower,70.88,"Conventional Cauliflower, Grade A, from Gujarat, farm-fresh, Minus enim doloribus optio vel.",0,3
farmervanya81,Okra,79.37,"Organic Okra, Grade A, from Karnataka, hand-picked, Eligendi dolores dolores tempora laboriosam.",1,3
farmerharshdyal,Okra,76.53,"Organic Okra, Grade A, from Maharashtra, premium quality, Excepturi mollitia voluptatibus velit.",1,3
farmerpwalla,Mangoes,198.68,"Conventional Mangoes, Grade B, from Karnataka, farm-fresh",0,2
farmerchandazinal,Tomatoes,35.99,"Conventional Tomatoes, Grade C, from Maharashtra, locally grown",0,1
farmeranay77,Tomatoes,36.88,"Organic Tomatoes, Grade C, from Gujarat, freshly harvested, Iste sunt.",1,1
farmerrjha,Tomatoes,61.68,"Organic Tomatoes, Grade B, from Gujarat, premium quality, Quibusdam adipisci possimus laboriosam sapiente.",1,2
farmermbalasubramanian,Cauliflower,73.11,"Conventional Cauliflower, Grade A, from Karnataka, hand-picked",0,3
farmertchaudhuri,Wheat,24.77,"Conventional Wheat, Grade B, from Tamil Nadu, farm-fresh, Necessitatibus nesciunt ut optio possimus.",0,2
farmersamaksh30,Carrots,55.78,"Organic Carrots, Grade B, from Gujarat, hand-picked, Iusto aliquam alias provident.",1,2
farmerikshita32,Onions,68.39,"Organic Onions, Grade A, from Tamil Nadu, locally grown, Illum nulla voluptatem.",1,3
farmerdbora,Carrots,75.32,"Organic Carrots, Grade A, from Karnataka, freshly harvested",1,3
farmeresarraf,Carrots,82.87,"Conventional Carrots, Grade A, from Uttar Pradesh, locally grown, Rem occaecati ab porro.",0,3
farmerisha18,Spinach,45.86,"Conventional Spinach, Grade A, from Tamil Nadu, freshly harvested",0,3
farmeranusharout,Rice,79.42,"Organic Rice, Grade C, from Tamil Nadu, premium quality, Temporibus adipisci sequi qui.",1,1
farmerikshitajaggi,Spinach,41.11,"Conventional Spinach, Grade A, from Karnataka, farm-fresh",0,3
farmerbalati,Spinach,47.44,"Conventional Spinach, Grade A, from Punjab, hand-picked",0,3
farmerbalvan59,Mangoes,293.22,"Organic Mangoes, Grade A, from Tamil Nadu, freshly harvested, Vel nam libero natus.",1,3
farmernikita39,Onions,40.84,"Conventional Onions, Grade B, from Maharashtra, farm-fresh",0,2
farmerpchanda,Cabbage,51.15,"Organic Cabbage, Grade B, from Punjab, premium quality",1,2
farmerchandani11,Cabbage,24.34,"Conventional Cabbage, Grade C, from Gujarat, locally grown",0,1
farmernirjalala,Potatoes,10.19,"Organic Potatoes, Grade C, from Tamil Nadu, locally grown",1,1
farmergeorgekala,Spinach,11.69,"Organic Spinach, Grade C, from Maharashtra, freshly harvested",1,1
farmerdpandey,Onions,32.68,"Organic Onions, Grade C, from Uttar Pradesh, hand-picked, Culpa aliquid harum minima.",1,1
farmerlboase,Rice,82.48,"Organic Rice, Grade B, from Uttar Pradesh, locally grown",1,2
farmerchoudhurybahadurjit,Spinach,32.41,"Organic Spinach, Grade B, from Punjab, farm-fresh, Sint atque reprehenderit nisi.",1,2
farmerkrishna24,Onions,34.75,"Organic Onions, Grade C, from Tamil Nadu, freshly harvested",1,1
farmergoleinaya,Rice,77.33,"Organic Rice, Grade B, from Karnataka, hand-picked",1,2
farmerbalvanbaria,Carrots,99.07,"Organic Carrots, Grade A, from Punjab, locally grown, Delectus saepe labore.",1,3
farmerchahalsiddharth,Tomatoes,69.71,"Organic Tomatoes, Grade A, from Punjab, locally grown",1,3
farmergokhalekritika,Wheat,32.95,"Conventional Wheat, Grade B, from Uttar Pradesh, hand-picked, Nostrum ullam harum.",0,2
farmertanaypandya,Cauliflower,77.26,"Organic Cauliflower, Grade A, from Punjab, hand-picked",1,3
farmerhdani,Tomatoes,56.87,"Organic Tomatoes, Grade B, from Maharashtra, farm-fresh",1,2
farmermdass,Oranges,97.24,"Conventional Oranges, Grade A, from Maharashtra, premium quality",0,3
farmersastryjackson,Apples,134.77,"Conventional Apples, Grade C, from Tamil Nadu, hand-picked",0,1
farmerzayandhar,Wheat,53.4,"Organic Wheat, Grade B, from Maharashtra, hand-picked",1,2
farmeribera,Oranges,71.23,"Conventional Oranges, Grade B, from Gujarat, freshly harvested",0,2
farmervivaan50,Oranges,101.81,"Organic Oranges, Grade B, from Gujarat, premium quality",1,2
farmertanay21,Wheat,16.88,"Conventional Wheat, Grade C, from Tamil Nadu, farm-fresh",0,1
farmervedant78,Tomatoes,48.47,"Conventional Tomatoes, Grade B, from Gujarat, locally grown",0,2
farmerwahab07,Apples,141.26,"Conventional Apples, Grade B, from Maharashtra, farm-fresh, Ad ea excepturi impedit esse.",0,2
farmerlkhatri,Carrots,66.43,"Organic Carrots, Grade C, from Gujarat, farm-fresh, Eveniet pariatur dolorem minus maxime.",1,1
farmerjacksonkale,Cauliflower,50.32,"Conventional Cauliflower, Grade B, from Maharashtra, farm-fresh",0,2
farmerhgopal,Potatoes,34.87,"Conventional Potatoes, Grade B, from Karnataka, hand-picked",0,2
farmerwazir68,Okra,45.75,"Organic Okra, Grade C, from Uttar Pradesh, hand-picked",1,1
farmeraggarwalxalak,Apples,176.74,"Conventional Apples, Grade A, from Maharashtra, freshly harvested, Quidem adipisci.",0,3
farmerjagatparmar,Wheat,37.15,"Organic Wheat, Grade C, from Karnataka, hand-picked",1,1
farmerroyyatin,Rice,60.53,"Organic Rice, Grade C, from Karnataka, farm-fresh, Dolorum fuga nulla aliquid.",1,1
farmermadanudant,Spinach,46.18,"Conventional Spinach, Grade A, from Karnataka, locally grown, Et quaerat voluptatum nihil.",0,3
farmerishwarbalasubramanian,Onions,21.02,"Conventional Onions, Grade B, from Maharashtra, hand-picked",0,2
farmertaraleena,Green Peas,41.22,"Conventional Green Peas, Grade C, from Punjab, locally grown",0,1
farmerkhareyash,Okra,66.71,"Conventional Okra, Grade A, from Punjab, premium quality, Architecto expedita ab.",0,3
farmerbnigam,Onions,20.37,"Conventional Onions, Grade C, from Maharashtra, farm-fresh, Molestiae facere totam.",0,1
farmerrratta,Okra,44.87,"Organic Okra, Grade C, from Punjab, farm-fresh, In cupiditate enim labore.",1,1
farmerwidishagupta,Apples,137.99,"Conventional Apples, Grade B, from Karnataka, premium quality",0,2
farmerindirachoudhary,Carrots,64.37,"Organic Carrots, Grade C, from Maharashtra, farm-fresh, Ab ut sint architecto voluptates.",1,1
farmerabdul70,Carrots,41.8,"Conventional Carrots, Grade C, from Tamil Nadu, hand-picked",0,1
farmerkpurohit,Spinach,58.18,"Organic Spinach, Grade A, from Punjab, farm-fresh",1,3
farmerqaringanguly,Cauliflower,43.88,"Conventional Cauliflower, Grade B, from Tamil Nadu, farm-fresh, Eos sapiente quia.",0,2
farmerekiya61,Apples,161.02,"Conventional Apples, Grade A, from Karnataka, hand-picked",0,3
farmerihans,Okra,53.55,"Conventional Okra, Grade C, from Uttar Pradesh, hand-picked",0,1
farmerchokshiaditya,Cauliflower,48.46,"Conventional Cauliflower, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmerluckymitra,Onions,56.56,"Conventional Onions, Grade A, from Tamil Nadu, freshly harvested",0,3
farmerchakrikatandon,Potatoes,54.36,"Conventional Potatoes, Grade A, from Karnataka, farm-fresh",0,3
farmerdeoaarnav,Cauliflower,34.98,"Conventional Cauliflower, Grade B, from Tamil Nadu, hand-picked",0,2
farmeruppaldipta,Cabbage,34.48,"Organic Cabbage, Grade B, from Gujarat, farm-fresh",1,2
farmeromdevika,Oranges,110.98,"Conventional Oranges, Grade A, from Tamil Nadu, locally grown",0,3
farmercharitadivan,Cabbage,20.56,"Conventional Cabbage, Grade B, from Uttar Pradesh, locally grown",0,2
farmerzpatil,Rice,58.72,"Conventional Rice, Grade B, from Punjab, freshly harvested",0,2
farmerbalveer71,Carrots,60.39,"Conventional Carrots, Grade A, from Maharashtra, premium quality",0,3
farmermgarde,Tomatoes,36.41,"Organic Tomatoes, Grade C, from Karnataka, hand-picked, Eaque quas.",1,1
farmermandalfaqid,Potatoes,26.97,"Conventional Potatoes, Grade C, from Punjab, premium quality",0,1
farmermorefaras,Wheat,10.0,"Conventional Wheat, Grade C, from Tamil Nadu, premium quality, Libero sequi quos reprehenderit.",0,1
farmerekavir45,Tomatoes,69.23,"Conventional Tomatoes, Grade A, from Gujarat, freshly harvested",0,3
farmerudyatisridhar,Bananas,46.52,"Conventional Bananas, Grade C, from Punjab, locally grown",0,1
farmeranusha48,Mangoes,235.56,"Organic Mangoes, Grade C, from Punjab, premium quality",1,1
farmermandalrehaan,Mangoes,254.82,"Organic Mangoes, Grade B, from Maharashtra, premium quality, Dolorum rem.",1,2
farmerlallaimaran,Rice,37.46,"Conventional Rice, Grade C, from Gujarat, farm-fresh",0,1
farmerbarmanyug,Mangoes,262.6,"Organic Mangoes, Grade C, from Karnataka, locally grown",1,1
farmersarindayita,Apples,171.91,"Organic Apples, Grade C, from Karnataka, premium quality",1,1
farmerdevika18,Apples,142.33,"Conventional Apples, Grade B, from Gujarat, freshly harvested",0,2
farmerbhavsarijaya,Carrots,78.73,"Conventional Carrots, Grade A, from Tamil Nadu, locally grown",0,3
farmermeghabanik,Bananas,72.29,"Conventional Bananas, Grade A, from Gujarat, locally grown",0,3
farmervraman,Cabbage,49.13,"Organic Cabbage, Grade B, from Maharashtra, freshly harvested, Sit occaecati iste.",1,2
farmerteerth15,Tomatoes,72.32,"Organic Tomatoes, Grade A, from Punjab, hand-picked, Error sed nesciunt.",1,3
farmerchadhalaksh,Okra,74.46,"Conventional Okra, Grade A, from Maharashtra, premium quality",0,3
farmerbgandhi,Cauliflower,64.09,"Organic Cauliflower, Grade B, from Uttar Pradesh, freshly harvested",1,2
farmerbdugar,Green Peas,79.72,"Organic Green Peas, Grade C, from Punjab, hand-picked",1,1
farmerrdhaliwal,Cabbage,60.18,"Conventional Cabbage, Grade A, from Tamil Nadu, locally grown",0,3
farmerfitan74,Onions,42.3,"Organic Onions, Grade C, from Punjab, locally grown",1,1
farmeroscarbasu,Okra,72.54,"Conventional Okra, Grade A, from Uttar Pradesh, hand-picked, Nostrum reprehenderit voluptatibus.",0,3
farmerdom,Apples,196.77,"Organic Apples, Grade B, from Punjab, premium quality",1,2
farmerekanikuruvilla,Bananas,60.1,"Conventional Bananas, Grade B, from Tamil Nadu, premium quality, Eos debitis tenetur.",0,2
farmerrajagopalchakrika,Oranges,55.07,"Conventional Oranges, Grade C, from Uttar Pradesh, premium quality, Dicta dolorem a.",0,1
farmersamarth67,Mangoes,286.08,"Organic Mangoes, Grade A, from Uttar Pradesh, hand-picked",1,3
farmeragastya95,Carrots,55.15,"Organic Carrots, Grade C, from Uttar Pradesh, hand-picked",1,1
farmersubramaniamyochana,Apples,197.04,"Organic Apples, Grade B, from Punjab, premium quality, Quibusdam aperiam ducimus.",1,2
farmerhardikchaudhuri,Cauliflower,66.95,"Conventional Cauliflower, Grade A, from Punjab, freshly harvested",0,3
farmershauryakoshy,Tomatoes,35.87,"Conventional Tomatoes, Grade B, from Maharashtra, locally grown",0,2
farmerpmuni,Onions,19.61,"Organic Onions, Grade C, from Punjab, freshly harvested, Debitis error voluptatem.",1,1
farmerkabir71,Apples,149.49,"Conventional Apples, Grade C, from Uttar Pradesh, premium quality, Fugiat ipsa unde sequi.",0,1
farmerpmangal,Green Peas,63.16,"Conventional Green Peas, Grade C, from Gujarat, hand-picked",0,1
farmerjanaki87,Tomatoes,53.07,"Conventional Tomatoes, Grade A, from Gujarat, locally grown",0,3
farmeridasgupta,Onions,12.29,"Conventional Onions, Grade C, from Tamil Nadu, hand-picked, Iste dicta esse libero assumenda.",0,1
farmerwagate,Bananas,49.04,"Conventional Bananas, Grade B, from Uttar Pradesh, premium quality",0,2
farmerethandixit,Mangoes,196.39,"Conventional Mangoes, Grade B, from Gujarat, locally grown",0,2
farmerisaiah91,Carrots,61.63,"Conventional Carrots, Grade A, from Tamil Nadu, farm-fresh, Adipisci iure ipsa.",0,3
farmerlukekala,Carrots,40.92,"Conventional Carrots, Grade B, from Gujarat, hand-picked, Fugiat eaque.",0,2
farmerkraman,Wheat,42.83,"Organic Wheat, Grade B, from Uttar Pradesh, locally grown",1,2
farmerrajvinaya,Tomatoes,79.28,"Organic Tomatoes, Grade A, from Karnataka, locally grown, Eveniet eos enim.",1,3
farmernidhikala,Rice,88.96,"Organic Rice, Grade A, from Uttar Pradesh, farm-fresh, Ipsam quos veniam.",1,3
farmertchad,Spinach,10.0,"Organic Spinach, Grade C, from Maharashtra, hand-picked, Maiores veniam corporis tempore.",1,1
farmergabrielkaran,Apples,182.65,"Organic Apples, Grade C, from Uttar Pradesh, farm-fresh",1,1
farmerbganesan,Onions,17.24,"Conventional Onions, Grade B, from Maharashtra, hand-picked",0,2
farmeranandvritti,Bananas,41.38,"Conventional Bananas, Grade B, from Karnataka, hand-picked",0,2
farmerlbalasubramanian,Tomatoes,40.86,"Organic Tomatoes, Grade C, from Karnataka, freshly harvested, Debitis qui iure officia molestias.",1,1
farmeryashodharadara,Carrots,49.48,"Conventional Carrots, Grade C, from Gujarat, farm-fresh",0,1
farmerwishi24,Cabbage,28.78,"Conventional Cabbage, Grade B, from Karnataka, hand-picked",0,2
farmerxnadkarni,Tomatoes,63.18,"Organic Tomatoes, Grade A, from Maharashtra, farm-fresh, Quia excepturi occaecati.",1,3
farmerbaralsudiksha,Tomatoes,77.35,"Organic Tomatoes, Grade A, from Gujarat, hand-picked",1,3
farmerpmannan,Spinach,11.34,"Conventional Spinach, Grade B, from Tamil Nadu, farm-fresh, Eligendi recusandae sapiente asperiores animi.",0,2
farmerlbhakta,Carrots,30.33,"Conventional Carrots, Grade C, from Karnataka, freshly harvested",0,1
farmeromaja33,Potatoes,53.83,"Organic Potatoes, Grade A, from Karnataka, freshly harvested",1,3
farmerbbhat,Wheat,37.83,"Organic Wheat, Grade C, from Uttar Pradesh, premium quality, Possimus enim rem soluta.",1,1
farmerpushtikari,Mangoes,264.52,"Organic Mangoes, Grade C, from Uttar Pradesh, farm-fresh",1,1
farmerbghose,Bananas,55.29,"Organic Bananas, Grade B, from Punjab, locally grown, Tenetur error excepturi eligendi nobis.",1,2
farmerypadmanabhan,Potatoes,27.37,"Conventional Potatoes, Grade C, from Punjab, hand-picked, Fugiat cupiditate aliquid.",0,1
farmermadhavikarnik,Cauliflower,31.09,"Conventional Cauliflower, Grade C, from Karnataka, hand-picked",0,1
farmertarak02,Oranges,80.59,"Organic Oranges, Grade C, from Maharashtra, freshly harvested, Deserunt doloremque.",1,1
farmergirindragokhale,Carrots,46.49,"Conventional Carrots, Grade B, from Tamil Nadu, locally grown",0,2
farmervanya15,Bananas,39.48,"Conventional Bananas, Grade C, from Maharashtra, hand-picked",0,1
farmerekaja58,Potatoes,41.96,"Conventional Potatoes, Grade A, from Uttar Pradesh, premium quality, Ab explicabo corrupti similique.",0,3
farmerjack63,Green Peas,106.27,"Organic Green Peas, Grade A, from Karnataka, hand-picked",1,3
farmerpvarghese,Apples,221.22,"Organic Apples, Grade A, from Karnataka, locally grown",1,3
farmertkari,Wheat,19.43,"Conventional Wheat, Grade C, from Maharashtra, hand-picked",0,1
farmerpvarty,Cauliflower,48.55,"Conventional Cauliflower, Grade A, from Tamil Nadu, premium quality",0,3
farmernaiduronith,Tomatoes,38.13,"Conventional Tomatoes, Grade B, from Punjab, freshly harvested, Voluptas suscipit dolores.",0,2
farmervasatikanagarajan,Okra,44.49,"Organic Okra, Grade C, from Punjab, freshly harvested",1,1
farmerfrado19,Rice,76.83,"Organic Rice, Grade C, from Uttar Pradesh, locally grown",1,1
farmerdalbirloke,Apples,135.83,"Conventional Apples, Grade B, from Punjab, farm-fresh",0,2
farmerdewanurmi,Bananas,69.39,"Organic Bananas, Grade C, from Punjab, farm-fresh",1,1
farmeradugal,Apples,178.72,"Conventional Apples, Grade A, from Tamil Nadu, farm-fresh",0,3
farmerbhavsarindira,Okra,42.61,"Conventional Okra, Grade B, from Tamil Nadu, locally grown, Repellat non possimus excepturi.",0,2
farmermbhatt,Oranges,61.14,"Conventional Oranges, Grade C, from Tamil Nadu, freshly harvested, Sed ipsam velit temporibus.",0,1
